17:08:08.776931 kvClerk  G4151467115063524033 - S2  INFO  gid: 101 shard: 8 Put key: 0, value: b
17:08:10.319846 kvClerk  G3310137266972568103 - S20 INFO  gid: 101 shard: 8 Append key: 0, value: 9
17:08:10.383634 kvClerk  G3310137266972568103 - S21 INFO  gid: 101 shard: 8 Append key: 0, value: M
17:08:10.447085 kvClerk  G3310137266972568103 - S22 INFO  gid: 101 shard: 8 Append key: 0, value: v
17:08:10.504113 kvClerk  G3310137266972568103 - S23 INFO  gid: 101 shard: 8 Append key: 0, value: 2
17:08:10.565115 kvClerk  G3310137266972568103 - S24 INFO  gid: 101 shard: 8 Append key: 0, value: Q
17:08:10.628252 kvClerk  G3310137266972568103 - S25 INFO  gid: 101 shard: 8 Append key: 0, value: _
17:08:10.693473 kvClerk  G3310137266972568103 - S26 INFO  gid: 101 shard: 8 Append key: 0, value: U
17:08:10.753479 kvClerk  G3310137266972568103 - S27 INFO  gid: 101 shard: 8 Append key: 0, value: 2
17:08:10.807187 kvClerk  G3310137266972568103 - S28 INFO  gid: 101 shard: 8 Append key: 0, value: C
17:08:10.871123 kvClerk  G3310137266972568103 - S29 INFO  gid: 101 shard: 8 Append key: 0, value: 3
17:08:10.932793 kvClerk  G3310137266972568103 - S30 INFO  gid: 101 shard: 8 Append key: 0, value: z
17:08:11.000789 kvClerk  G3310137266972568103 - S31 INFO  gid: 101 shard: 8 Append key: 0, value: e
17:08:11.061347 kvClerk  G3310137266972568103 - S32 INFO  gid: 101 shard: 8 Append key: 0, value: 0
17:08:11.126397 kvClerk  G3310137266972568103 - S33 INFO  gid: 101 shard: 8 Append key: 0, value: 5
17:08:11.186757 kvClerk  G3310137266972568103 - S34 INFO  gid: 101 shard: 8 Append key: 0, value: L
17:08:11.248237 kvClerk  G3310137266972568103 - S35 INFO  gid: 101 shard: 8 Append key: 0, value: v
17:08:11.310707 kvClerk  G3310137266972568103 - S36 INFO  gid: 101 shard: 8 Append key: 0, value: j
17:08:11.383942 kvClerk  G3310137266972568103 - S37 INFO  gid: 101 shard: 8 Append key: 0, value: d
17:08:11.446622 kvClerk  G3310137266972568103 - S38 INFO  gid: 101 shard: 8 Append key: 0, value: G
17:08:11.506938 kvClerk  G3310137266972568103 - S39 INFO  gid: 101 shard: 8 Append key: 0, value: w
17:08:11.569156 kvClerk  G3310137266972568103 - S40 INFO  gid: 101 shard: 8 Append key: 0, value: n
17:08:11.642432 kvClerk  G3310137266972568103 - S41 INFO  gid: 101 shard: 8 Append key: 0, value: _
17:08:11.733849 kvClerk  G3310137266972568103 - S42 INFO  gid: 101 shard: 8 Append key: 0, value: P
17:08:11.789387 kvClerk  G3310137266972568103 - S43 INFO  gid: 101 shard: 8 Append key: 0, value: k
17:08:11.841042 kvClerk  G3310137266972568103 - S44 INFO  gid: 101 shard: 8 Append key: 0, value: T
17:08:11.906695 kvClerk  G3310137266972568103 - S45 INFO  gid: 101 shard: 8 Append key: 0, value: 3
17:08:11.976350 kvClerk  G3310137266972568103 - S46 INFO  gid: 101 shard: 8 Append key: 0, value: _
17:08:12.038635 kvClerk  G3310137266972568103 - S47 INFO  gid: 101 shard: 8 Append key: 0, value: N
17:08:12.108643 kvClerk  G3310137266972568103 - S48 INFO  gid: 101 shard: 8 Append key: 0, value: 1
17:08:12.181836 kvClerk  G3310137266972568103 - S49 INFO  gid: 101 shard: 8 Append key: 0, value: 3
17:08:12.238128 kvServer G101   - S0  INFO  send shards succ, servers: [server-102-0 server-102-1 server-102-2], shards: 117:08:12.239009 kvServer G101   - S0  INFO  send shards succ, servers: [server-102-0 server-102-1 server-102-2], shards: 817:08:12.239058 kvServer G101   - S1  INFO  send shards start, servers: [server-102-0 server-102-1 server-102-2], shards: 817:08:12.239192 kvServer G101   - S1  INFO  send shards succ, servers: [server-102-0 server-102-1 server-102-2], shards: 817:08:12.239254 kvServer G101   - S0  INFO  send shards succ, servers: [server-102-0 server-102-1 server-102-2], shards: 517:08:12.239314 kvServer G101   - S0  INFO  send shards succ, servers: [server-102-0 server-102-1 server-102-2], shards: 917:08:12.239373 kvServer G101   - S0  INFO  send shards succ, servers: [server-102-0 server-102-1 server-102-2], shards: 017:08:12.240364 kvServer G101   - S1  INFO  send shards start, servers: [server-102-0 server-102-1 server-102-2], shards: 117:08:12.240397 kvServer G101   - S1  INFO  send shards start, servers: [server-100-0 server-100-1 server-100-2], shards: 317:08:12.240374 kvServer G101   - S1  INFO  send shards start, servers: [server-102-0 server-102-1 server-102-2], shards: 517:08:12.240482 kvServer G101   - S1  INFO  send shards succ, servers: [server-102-0 server-102-1 server-102-2], shards: 117:08:12.240384 kvServer G101   - S1  INFO  send shards start, servers: [server-102-0 server-102-1 server-102-2], shards: 917:08:12.240594 kvServer G101   - S1  INFO  send shards succ, servers: [server-102-0 server-102-1 server-102-2], shards: 917:08:12.240393 kvServer G101   - S1  INFO  send shards start, servers: [server-100-0 server-100-1 server-100-2], shards: 417:08:12.240366 kvServer G101   - S1  INFO  send shards start, servers: [server-100-0 server-100-1 server-100-2], shards: 217:08:12.240826 kvServer G101   - S1  INFO  send shards start, servers: [server-100-0 server-100-1 server-100-2], shards: 717:08:12.240388 kvServer G101   - S1  INFO  send shards start, servers: [server-102-0 server-102-1 server-102-2], shards: 017:08:12.241201 kvServer G101   - S1  INFO  send shards succ, servers: [server-102-0 server-102-1 server-102-2], shards: 017:08:12.240500 kvServer G101   - S1  INFO  send shards succ, servers: [server-102-0 server-102-1 server-102-2], shards: 517:08:12.240379 kvServer G101   - S1  INFO  send shards start, servers: [server-100-0 server-100-1 server-100-2], shards: 617:08:12.243027 kvClerk  G3310137266972568103 - S50 INFO  ErrWrongGroup gid: 101 shard 8, Append key: 0, value: u
17:08:12.368256 kvClerk  G3310137266972568103 - S50 INFO  gid: 102 shard: 8 Append key: 0, value: u
17:08:12.432203 kvClerk  G3310137266972568103 - S51 INFO  gid: 102 shard: 8 Append key: 0, value: j
17:08:12.496394 kvClerk  G3310137266972568103 - S52 INFO  gid: 102 shard: 8 Append key: 0, value: u
17:08:12.557726 kvClerk  G3310137266972568103 - S53 INFO  gid: 102 shard: 8 Append key: 0, value: X
17:08:12.620650 kvClerk  G3310137266972568103 - S54 INFO  gid: 102 shard: 8 Append key: 0, value: T
17:08:12.685608 kvClerk  G3310137266972568103 - S55 INFO  gid: 102 shard: 8 Append key: 0, value: S
17:08:12.745755 kvClerk  G3310137266972568103 - S56 INFO  gid: 102 shard: 8 Append key: 0, value: N
17:08:12.806471 kvClerk  G3310137266972568103 - S57 INFO  gid: 102 shard: 8 Append key: 0, value: x
17:08:12.868436 kvClerk  G3310137266972568103 - S58 INFO  gid: 102 shard: 8 Append key: 0, value: L
17:08:12.926317 kvClerk  G3310137266972568103 - S59 INFO  gid: 102 shard: 8 Append key: 0, value: m
17:08:12.983343 kvClerk  G3310137266972568103 - S60 INFO  gid: 102 shard: 8 Append key: 0, value: _
17:08:13.044149 kvClerk  G3310137266972568103 - S61 INFO  gid: 102 shard: 8 Append key: 0, value: F
17:08:13.104965 kvClerk  G3310137266972568103 - S62 INFO  gid: 102 shard: 8 Append key: 0, value: 9
17:08:13.165311 kvClerk  G3310137266972568103 - S63 INFO  gid: 102 shard: 8 Append key: 0, value: P
17:08:13.226495 kvClerk  G3310137266972568103 - S64 INFO  gid: 102 shard: 8 Append key: 0, value: J
17:08:13.284358 kvClerk  G3310137266972568103 - S65 INFO  gid: 102 shard: 8 Append key: 0, value: b
17:08:13.344691 kvClerk  G3310137266972568103 - S66 INFO  gid: 102 shard: 8 Append key: 0, value: 2
17:08:13.405106 kvClerk  G3310137266972568103 - S67 INFO  gid: 102 shard: 8 Append key: 0, value: 8
17:08:13.459274 kvClerk  G3310137266972568103 - S68 INFO  gid: 102 shard: 8 Append key: 0, value: e
17:08:13.514354 kvClerk  G3310137266972568103 - S69 INFO  gid: 102 shard: 8 Append key: 0, value: 3
17:08:13.574393 kvClerk  G3310137266972568103 - S70 INFO  gid: 102 shard: 8 Append key: 0, value: x
17:08:13.649060 kvClerk  G3310137266972568103 - S71 INFO  gid: 102 shard: 8 Append key: 0, value: t
17:08:13.711775 kvClerk  G3310137266972568103 - S72 INFO  gid: 102 shard: 8 Append key: 0, value: R
17:08:13.771388 kvClerk  G3310137266972568103 - S73 INFO  gid: 102 shard: 8 Append key: 0, value: Q
17:08:13.825823 kvClerk  G3310137266972568103 - S74 INFO  gid: 102 shard: 8 Append key: 0, value: h
17:08:13.887589 kvClerk  G3310137266972568103 - S75 INFO  gid: 102 shard: 8 Append key: 0, value: T
17:08:13.940934 kvClerk  G3310137266972568103 - S76 INFO  gid: 102 shard: 8 Append key: 0, value: y
17:08:14.003210 kvClerk  G3310137266972568103 - S77 INFO  gid: 102 shard: 8 Append key: 0, value: g
17:08:14.068306 kvClerk  G3310137266972568103 - S78 INFO  gid: 102 shard: 8 Append key: 0, value: E
17:08:14.122162 kvClerk  G3310137266972568103 - S79 INFO  gid: 102 shard: 8 Append key: 0, value: 4
17:08:14.184255 kvClerk  G3310137266972568103 - S80 INFO  gid: 102 shard: 8 Append key: 0, value: i
17:08:14.245346 kvClerk  G3310137266972568103 - S81 INFO  gid: 102 shard: 8 Append key: 0, value: E
17:08:14.307543 kvClerk  G3310137266972568103 - S82 INFO  gid: 102 shard: 8 Append key: 0, value: E
17:08:14.373485 kvClerk  G3310137266972568103 - S83 INFO  gid: 102 shard: 8 Append key: 0, value: Z
17:08:14.428484 kvClerk  G3310137266972568103 - S84 INFO  gid: 102 shard: 8 Append key: 0, value: l
17:08:14.494942 kvClerk  G3310137266972568103 - S85 INFO  gid: 102 shard: 8 Append key: 0, value: H
17:08:14.562217 kvClerk  G3310137266972568103 - S86 INFO  gid: 102 shard: 8 Append key: 0, value: M
17:08:14.623668 kvClerk  G3310137266972568103 - S87 INFO  gid: 102 shard: 8 Append key: 0, value: 0
17:08:14.683277 kvClerk  G3310137266972568103 - S88 INFO  gid: 102 shard: 8 Append key: 0, value: t
17:08:14.747710 kvClerk  G3310137266972568103 - S89 INFO  gid: 102 shard: 8 Append key: 0, value: Y
17:08:14.809174 kvClerk  G3310137266972568103 - S90 INFO  gid: 102 shard: 8 Append key: 0, value: 1
17:08:14.881937 kvClerk  G3310137266972568103 - S91 INFO  gid: 102 shard: 8 Append key: 0, value: q
17:08:14.942249 kvClerk  G3310137266972568103 - S92 INFO  gid: 102 shard: 8 Append key: 0, value: 9
17:08:15.007452 kvClerk  G3310137266972568103 - S93 INFO  gid: 102 shard: 8 Append key: 0, value: W
17:08:15.082864 kvClerk  G3310137266972568103 - S94 INFO  gid: 102 shard: 8 Append key: 0, value: U
17:08:15.153013 kvClerk  G3310137266972568103 - S95 INFO  gid: 102 shard: 8 Append key: 0, value: K
17:08:15.212321 kvClerk  G3310137266972568103 - S96 INFO  gid: 102 shard: 8 Append key: 0, value: M
17:08:15.279570 kvClerk  G3310137266972568103 - S97 INFO  gid: 102 shard: 8 Append key: 0, value: U
17:08:15.348763 kvServer G100   - S2  INFO  send shards succ, servers: [server-101-0 server-101-1 server-101-2], shards: 317:08:15.349022 kvClerk  G3310137266972568103 - S98 INFO  ErrWrongGroup gid: 102 shard 8, Append key: 0, value: U
17:08:15.508186 kvClerk  G3310137266972568103 - S98 INFO  gid: 101 shard: 8 Append key: 0, value: U
17:08:15.582557 kvClerk  G3310137266972568103 - S99 INFO  gid: 101 shard: 8 Append key: 0, value: N
17:08:15.644625 kvClerk  G3310137266972568103 - S100 INFO  gid: 101 shard: 8 Append key: 0, value: g
17:08:15.709279 kvClerk  G3310137266972568103 - S101 INFO  gid: 101 shard: 8 Append key: 0, value: B
17:08:15.803840 kvClerk  G3310137266972568103 - S102 INFO  gid: 101 shard: 8 Append key: 0, value: E
17:08:15.866383 kvClerk  G3310137266972568103 - S103 INFO  gid: 101 shard: 8 Append key: 0, value: b
17:08:15.936093 kvClerk  G3310137266972568103 - S104 INFO  gid: 101 shard: 8 Append key: 0, value: G
17:08:16.008021 kvClerk  G3310137266972568103 - S105 INFO  gid: 101 shard: 8 Append key: 0, value: q
17:08:16.085731 kvClerk  G3310137266972568103 - S106 INFO  gid: 101 shard: 8 Append key: 0, value: T
17:08:16.147851 kvClerk  G3310137266972568103 - S107 INFO  gid: 101 shard: 8 Append key: 0, value: z
17:08:16.224189 kvClerk  G3310137266972568103 - S108 INFO  gid: 101 shard: 8 Append key: 0, value: u
17:08:16.305374 kvClerk  G3310137266972568103 - S109 INFO  gid: 101 shard: 8 Append key: 0, value: Z
17:08:16.372592 kvClerk  G3310137266972568103 - S110 INFO  gid: 101 shard: 8 Append key: 0, value: Z
17:08:16.464733 kvClerk  G3310137266972568103 - S111 INFO  gid: 101 shard: 8 Append key: 0, value: S
17:08:16.548683 kvClerk  G3310137266972568103 - S112 INFO  gid: 101 shard: 8 Append key: 0, value: z
17:08:16.630119 kvClerk  G3310137266972568103 - S113 INFO  gid: 101 shard: 8 Append key: 0, value: -
17:08:16.731905 kvClerk  G3310137266972568103 - S114 INFO  gid: 101 shard: 8 Append key: 0, value: y
17:08:16.793331 kvClerk  G3310137266972568103 - S115 INFO  gid: 101 shard: 8 Append key: 0, value: 4
17:08:16.864520 kvClerk  G3310137266972568103 - S116 INFO  gid: 101 shard: 8 Append key: 0, value: 9
17:08:16.981265 kvClerk  G3310137266972568103 - S117 INFO  gid: 101 shard: 8 Append key: 0, value: j
17:08:17.056973 kvClerk  G3310137266972568103 - S118 INFO  gid: 101 shard: 8 Append key: 0, value: c
17:08:17.121451 kvClerk  G3310137266972568103 - S119 INFO  gid: 101 shard: 8 Append key: 0, value: O
17:08:17.193875 kvClerk  G3310137266972568103 - S120 INFO  gid: 101 shard: 8 Append key: 0, value: S
17:08:17.260887 kvClerk  G3310137266972568103 - S121 INFO  gid: 101 shard: 8 Append key: 0, value: R
17:08:17.335963 kvClerk  G3310137266972568103 - S122 INFO  gid: 101 shard: 8 Append key: 0, value: 3
17:08:17.398650 kvClerk  G3310137266972568103 - S123 INFO  gid: 101 shard: 8 Append key: 0, value: J
17:08:17.459638 kvClerk  G3310137266972568103 - S124 INFO  gid: 101 shard: 8 Append key: 0, value: c
17:08:17.528537 kvClerk  G3310137266972568103 - S125 INFO  gid: 101 shard: 8 Append key: 0, value: m
17:08:17.685952 kvClerk  G3310137266972568103 - S126 INFO  gid: 101 shard: 8 Append key: 0, value: e
17:08:17.759892 kvClerk  G3310137266972568103 - S127 INFO  gid: 101 shard: 8 Append key: 0, value: y
17:08:17.835332 kvClerk  G3310137266972568103 - S128 INFO  gid: 101 shard: 8 Append key: 0, value: w
17:08:17.925510 kvClerk  G3310137266972568103 - S129 INFO  gid: 101 shard: 8 Append key: 0, value: z
17:08:17.991458 kvClerk  G3310137266972568103 - S130 INFO  gid: 101 shard: 8 Append key: 0, value: D
17:08:18.068035 kvClerk  G3310137266972568103 - S131 INFO  gid: 101 shard: 8 Append key: 0, value: m
17:08:18.153622 kvClerk  G3310137266972568103 - S132 INFO  gid: 101 shard: 8 Append key: 0, value: h
17:08:18.209788 kvClerk  G3310137266972568103 - S133 INFO  gid: 101 shard: 8 Append key: 0, value: B
17:08:20.351614 kvClerk  G3310137266972568103 - S134 INFO  gid: 101 shard: 8 Append key: 0, value: h
17:08:20.473727 kvClerk  G3310137266972568103 - S135 INFO  gid: 101 shard: 8 Append key: 0, value: a
17:08:20.535592 kvClerk  G3310137266972568103 - S136 INFO  gid: 101 shard: 8 Append key: 0, value: l
17:08:20.642416 kvClerk  G3310137266972568103 - S137 INFO  gid: 101 shard: 8 Append key: 0, value: X
17:08:20.735142 kvClerk  G3310137266972568103 - S138 INFO  gid: 101 shard: 8 Append key: 0, value: t
17:08:20.818232 kvClerk  G3310137266972568103 - S139 INFO  gid: 101 shard: 8 Append key: 0, value: l
17:08:20.916013 kvClerk  G3310137266972568103 - S140 INFO  gid: 101 shard: 8 Append key: 0, value: 2
17:08:20.993902 kvClerk  G3310137266972568103 - S141 INFO  gid: 101 shard: 8 Append key: 0, value: _
17:08:21.105720 kvClerk  G3310137266972568103 - S142 INFO  gid: 101 shard: 8 Append key: 0, value: v
17:08:21.184555 kvClerk  G3310137266972568103 - S143 INFO  gid: 101 shard: 8 Append key: 0, value: I
17:08:21.266459 kvClerk  G3310137266972568103 - S144 INFO  gid: 101 shard: 8 Append key: 0, value: _
17:08:21.316724 kvClerk  G4151467115063524033 - S12 INFO  gid: 101 shard: 8 Get key: 0, value: 
17:08:21.316847 kvClerk  G4151467115063524033 - S12 INFO  gid: 101 shard: 8 Get key: 0, value: 
17:08:21.320938 kvClerk  G4151467115063524033 - S12 INFO  gid: 101 shard: 8 Get key: 0, value: bk39URb4HbKk0JY7QDG9Mv2Q_U2C3ze05LvjdGwn_PkT3_N13ujuXTSNxLm_F9PJb28e3xtRQhTygE4iEEZlHM0tY1q9WUKMUUNgBEbGqTzuZZSz-y49jcOSR3JcmeywzDmhBUNgBEbGqTzuZZSz-y49jcOSR3JcmeywzDmhBhalXtl2_vI_
